func,seed,variant,final,dup_frac
9,13,NoRay_fixed,2952.617919921875,0.8625
9,13,NoRay_buggy,3058.7080078125,0.495
9,14,P14_fixed,2485.244384765625,0.0
9,14,P14_buggy,2486.144287109375,0.25
9,14,NoRay_fixed,3083.0712890625,0.7150000000000001
9,14,NoRay_buggy,3135.9794921875,0.8175
10,0,P14_fixed,2501.080322265625,0.020000000000000018
10,0,P14_buggy,2501.08154296875,0.6725
10,0,NoRay_fixed,2580.177978515625,0.0050000000000000044
10,0,NoRay_buggy,2627.1591796875,0.5425
10,1,P14_fixed,2500.759765625,0.04749999999999999
10,1,P14_buggy,2500.931884765625,0.49750000000000005
10,1,NoRay_fixed,2740.6162109375,0.9575
10,1,NoRay_buggy,2775.711669921875,0.775
10,2,P14_fixed,2500.837646484375,0.020000000000000018
10,2,P14_buggy,2500.904296875,0.905
10,2,NoRay_fixed,2983.2626953125,0.985
10,2,NoRay_buggy,2881.029052734375,0.9775
10,3,P14_fixed,2500.83544921875,0.020000000000000018
10,3,P14_buggy,2501.535888671875,0.6025
10,3,NoRay_fixed,2801.98876953125,0.9675
10,3,NoRay_buggy,2762.28271484375,0.7775
10,4,P14_fixed,2500.49462890625,0.020000000000000018
10,4,P14_buggy,2500.9375,0.44999999999999996
10,4,NoRay_fixed,3351.36572265625,0.96
10,4,NoRay_buggy,3168.817626953125,0.9925
10,5,P14_fixed,2500.62060546875,0.022499999999999964
10,5,P14_buggy,2501.08642578125,0.5549999999999999
10,5,NoRay_fixed,3447.488037109375,0.9775
10,5,NoRay_buggy,5944.4384765625,0.9175
10,6,P14_fixed,2500.68115234375,0.0050000000000000044
10,6,P14_buggy,2501.37353515625,0.63
10,6,NoRay_fixed,3297.35888671875,0.965
10,6,NoRay_buggy,3444.51171875,0.9675
10,7,P14_fixed,2501.423583984375,0.020000000000000018
10,7,P14_buggy,2500.92822265625,0.6799999999999999
10,7,NoRay_fixed,2821.1279296875,0.7224999999999999
10,7,NoRay_buggy,2981.32568359375,0.8475
10,8,P14_fixed,2500.7119140625,0.010000000000000009
10,8,P14_buggy,2501.056396484375,0.635
10,8,NoRay_fixed,3658.610595703125,0.9925
10,8,NoRay_buggy,3520.803955078125,0.9975
10,9,P14_fixed,2501.038330078125,0.030000000000000027
10,9,P14_buggy,2500.834228515625,0.635
10,9,NoRay_fixed,2585.6171875,0.0050000000000000044
10,9,NoRay_buggy,2594.03173828125,0.13749999999999996
10,10,P14_fixed,2500.646240234375,0.020000000000000018
10,10,P14_buggy,2501.220458984375,0.5525
10,10,NoRay_fixed,2831.450439453125,0.8925
10,10,NoRay_buggy,2746.555419921875,0.9425
10,11,P14_fixed,2500.750244140625,0.025000000000000022
10,11,P14_buggy,2501.115478515625,0.5375
10,11,NoRay_fixed,4063.05078125,0.99
10,11,NoRay_buggy,6181.57861328125,0.99
10,12,P14_fixed,2500.6689453125,0.02749999999999997
10,12,P14_buggy,2500.795654296875,0.7525
10,12,NoRay_fixed,4063.96142578125,0.9925
10,12,NoRay_buggy,2982.265380859375,0.965
10,13,P14_fixed,2500.72998046875,0.025000000000000022
10,13,P14_buggy,2500.770263671875,0.73
10,13,NoRay_fixed,2751.56982421875,0.9025
10,13,NoRay_buggy,2778.32470703125,0.9525
10,14,P14_fixed,2500.836181640625,0.020000000000000018
10,14,P14_buggy,2500.71533203125,0.745
10,14,NoRay_fixed,3270.75927734375,0.9375
10,14,NoRay_buggy,3659.841796875,0.935
11,0,P14_fixed,3031.498779296875,0.0
11,0,P14_buggy,2944.80810546875,0.3075
11,0,NoRay_fixed,7380.1259765625,0.96
11,0,NoRay_buggy,7200.76416015625,0.9299999999999999
11,1,P14_fixed,3044.388916015625,0.007499999999999951
11,1,P14_buggy,3208.111328125,0.255
11,1,NoRay_fixed,5817.0771484375,0.9725
11,1,NoRay_buggy,6852.68701171875,0.9275
11,2,P14_fixed,3070.0126953125,0.0
11,2,P14_buggy,2935.895263671875,0.30500000000000005
11,2,NoRay_fixed,7419.7734375,0.9525
11,2,NoRay_buggy,7227.5947265625,0.97
11,3,P14_fixed,2955.525390625,0.007499999999999951
11,3,P14_buggy,3009.084228515625,0.30500000000000005
11,3,NoRay_fixed,7249.57763671875,0.975
11,3,NoRay_buggy,7217.0283203125,0.9625
11,4,P14_fixed,3063.71044921875,0.0
11,4,P14_buggy,3001.322021484375,0.28
11,4,NoRay_fixed,7258.07861328125,0.87
11,4,NoRay_buggy,7054.90283203125,0.97
11,5,P14_fixed,3031.026611328125,0.0024999999999999467
11,5,P14_buggy,3001.009765625,0.28
11,5,NoRay_fixed,7568.46630859375,0.5775
11,5,NoRay_buggy,7539.68505859375,0.98
11,6,P14_fixed,3046.716064453125,0.0050000000000000044
11,6,P14_buggy,3001.684814453125,0.21999999999999997
11,6,NoRay_fixed,7268.2705078125,0.7625
11,6,NoRay_buggy,7110.6962890625,0.9775
11,7,P14_fixed,2951.218017578125,0.0050000000000000044
11,7,P14_buggy,3134.725830078125,0.275
11,7,NoRay_fixed,7336.33544921875,0.995
11,7,NoRay_buggy,7311.23828125,0.97
11,8,P14_fixed,3055.445068359375,0.0
11,8,P14_buggy,3008.085693359375,0.2825
11,8,NoRay_fixed,6401.6826171875,0.94
11,8,NoRay_buggy,6305.7578125,0.9675
11,9,P14_fixed,3008.400146484375,0.0
11,9,P14_buggy,3010.07373046875,0.25249999999999995
11,9,NoRay_fixed,7550.23583984375,0.96
11,9,NoRay_buggy,7587.92529296875,0.9425
11,10,P14_fixed,3029.19287109375,0.0024999999999999467
11,10,P14_buggy,2928.14111328125,0.27749999999999997
11,10,NoRay_fixed,7428.5263671875,0.975
11,10,NoRay_buggy,7278.85498046875,0.965
11,11,P14_fixed,3011.757080078125,0.0
11,11,P14_buggy,3009.6533203125,0.29500000000000004
11,11,NoRay_fixed,6387.2900390625,0.95
11,11,NoRay_buggy,6684.99169921875,0.96
11,12,P14_fixed,3023.5986328125,0.007499999999999951
11,12,P14_buggy,2782.688720703125,0.29500000000000004
11,12,NoRay_fixed,7061.4931640625,0.7975
11,12,NoRay_buggy,7168.4208984375,0.9675
11,13,P14_fixed,2999.9326171875,0.007499999999999951
11,13,P14_buggy,3151.663330078125,0.27749999999999997
11,13,NoRay_fixed,6403.7705078125,0.845
11,13,NoRay_buggy,6510.4736328125,0.9925
11,14,P14_fixed,3040.4140625,0.0024999999999999467
11,14,P14_buggy,2706.068359375,0.2975
11,14,NoRay_fixed,6698.19775390625,0.5775
11,14,NoRay_buggy,6800.736328125,0.9525
12,0,P14_fixed,2992.4765625,0.0024999999999999467
12,0,P14_buggy,3080.229736328125,0.28500000000000003
12,0,NoRay_fixed,3621.509765625,0.9675
12,0,NoRay_buggy,3640.8720703125,0.9475
12,1,P14_fixed,3036.630615234375,0.0
12,1,P14_buggy,3010.616455078125,0.26749999999999996
12,1,NoRay_fixed,3657.87353515625,0.9475
12,1,NoRay_buggy,3711.47607421875,0.965
12,2,P14_fixed,2978.072265625,0.0
12,2,P14_buggy,3093.802734375,0.26749999999999996
12,2,NoRay_fixed,3696.2900390625,0.8325
12,2,NoRay_buggy,3720.0751953125,0.9525
12,3,P14_fixed,3021.293212890625,0.0
12,3,P14_buggy,2985.24609375,0.28
12,3,NoRay_fixed,3642.198974609375,0.9075
12,3,NoRay_buggy,3721.33642578125,0.9475
12,4,P14_fixed,3011.5322265625,0.0
12,4,P14_buggy,3118.623291015625,0.21999999999999997
12,4,NoRay_fixed,3545.83984375,0.5775
12,4,NoRay_buggy,3616.082275390625,0.9825
12,5,P14_fixed,3031.671630859375,0.0024999999999999467
12,5,P14_buggy,3036.004638671875,0.29000000000000004
12,5,NoRay_fixed,3581.45263671875,0.995
12,5,NoRay_buggy,3597.80810546875,0.9575
12,6,P14_fixed,3014.3662109375,0.0
12,6,P14_buggy,3078.745361328125,0.25749999999999995
12,6,NoRay_fixed,3918.61767578125,0.83
12,6,NoRay_buggy,3894.953369140625,0.975
12,7,P14_fixed,3022.6982421875,0.0024999999999999467
12,7,P14_buggy,3020.875244140625,0.275
12,7,NoRay_fixed,3487.857421875,0.75
12,7,NoRay_buggy,3520.17041015625,0.995
12,8,P14_fixed,3027.873046875,0.0
12,8,P14_buggy,3067.7392578125,0.21499999999999997
12,8,NoRay_fixed,3787.796875,0.915
12,8,NoRay_buggy,3796.002197265625,0.8725
12,9,P14_fixed,3007.337890625,0.0
12,9,P14_buggy,3112.595703125,0.26249999999999996
12,9,NoRay_fixed,3731.9111328125,0.98
12,9,NoRay_buggy,3843.70361328125,0.9299999999999999
12,10,P14_fixed,3086.0595703125,0.007499999999999951
12,10,P14_buggy,3018.452880859375,0.31499999999999995
12,10,NoRay_fixed,3666.48388671875,0.9625
12,10,NoRay_buggy,3711.66796875,0.9075
12,11,P14_fixed,3048.455078125,0.0
12,11,P14_buggy,3008.51318359375,0.29000000000000004
12,11,NoRay_fixed,3585.58447265625,0.985
12,11,NoRay_buggy,3586.892578125,0.925
12,12,P14_fixed,2982.38720703125,0.0024999999999999467
12,12,P14_buggy,3062.517578125,0.27749999999999997
12,12,NoRay_fixed,3743.11181640625,0.9825
12,12,NoRay_buggy,3668.825927734375,0.995
12,13,P14_fixed,3028.718017578125,0.0050000000000000044
12,13,P14_buggy,3117.80615234375,0.28
12,13,NoRay_fixed,3705.06005859375,0.55
12,13,NoRay_buggy,3749.18359375,0.94
12,14,P14_fixed,3027.37255859375,0.0
12,14,P14_buggy,3058.589111328125,0.265
12,14,NoRay_fixed,3702.5205078125,0.8125
12,14,NoRay_buggy,3720.220458984375,0.7925
