func,seed,variant,final,dup_frac
7,8,P14_buggy,2032.344482421875,0.275
7,8,NoRay_fixed,2085.4130859375,0.6925
7,8,NoRay_buggy,2128.71728515625,0.9299999999999999
7,9,P14_fixed,2027.8243408203125,0.01749999999999996
7,9,P14_buggy,2038.0762939453125,0.385
7,9,NoRay_fixed,2093.9716796875,0.6225
7,9,NoRay_buggy,2130.909912109375,0.9425
7,10,P14_fixed,2022.791259765625,0.0
7,10,P14_buggy,2033.174072265625,0.3025
7,10,NoRay_fixed,2081.765625,0.29000000000000004
7,10,NoRay_buggy,2100.84033203125,0.9825
7,11,P14_fixed,2029.701416015625,0.0024999999999999467
7,11,P14_buggy,2036.3282470703125,0.25249999999999995
7,11,NoRay_fixed,2104.745849609375,0.965
7,11,NoRay_buggy,2110.79833984375,0.935
7,12,P14_fixed,2032.2529296875,0.020000000000000018
7,12,P14_buggy,2057.47802734375,0.27249999999999996
7,12,NoRay_fixed,2105.184814453125,0.8325
7,12,NoRay_buggy,2133.732421875,0.8674999999999999
7,13,P14_fixed,2035.6204833984375,0.015000000000000013
7,13,P14_buggy,2048.348388671875,0.28500000000000003
7,13,NoRay_fixed,2098.00537109375,0.8625
7,13,NoRay_buggy,2088.841064453125,0.9675
7,14,P14_fixed,2030.72998046875,0.007499999999999951
7,14,P14_buggy,2044.9234619140625,0.3175
7,14,NoRay_fixed,2093.737548828125,0.6425000000000001
7,14,NoRay_buggy,2112.9013671875,0.87
8,0,P14_fixed,2221.95361328125,0.007499999999999951
8,0,P14_buggy,2221.194091796875,0.5775
8,0,NoRay_fixed,2227.59716796875,0.6825
8,0,NoRay_buggy,2232.21728515625,0.9375
8,1,P14_fixed,2222.980712890625,0.0
8,1,P14_buggy,2225.443603515625,0.27249999999999996
8,1,NoRay_fixed,2228.894775390625,0.29000000000000004
8,1,NoRay_buggy,2230.124267578125,0.8775
8,2,P14_fixed,2221.465087890625,0.040000000000000036
8,2,P14_buggy,2223.592041015625,0.5700000000000001
8,2,NoRay_fixed,2253.1923828125,0.6074999999999999
8,2,NoRay_buggy,2240.629150390625,0.85
8,3,P14_fixed,2222.728271484375,0.0024999999999999467
8,3,P14_buggy,2223.875,0.2875
8,3,NoRay_fixed,2259.180908203125,0.565
8,3,NoRay_buggy,2233.787353515625,0.9375
8,4,P14_fixed,2221.96875,0.0050000000000000044
8,4,P14_buggy,2222.623291015625,0.3125
8,4,NoRay_fixed,2233.56298828125,0.995
8,4,NoRay_buggy,2239.349609375,0.975
8,5,P14_fixed,2221.20166015625,0.007499999999999951
8,5,P14_buggy,2225.3994140625,0.29500000000000004
8,5,NoRay_fixed,2231.429931640625,0.385
8,5,NoRay_buggy,2237.93408203125,0.9775
8,6,P14_fixed,2221.85693359375,0.0024999999999999467
8,6,P14_buggy,2223.799560546875,0.30000000000000004
8,6,NoRay_fixed,2227.177001953125,0.785
8,6,NoRay_buggy,2230.1171875,0.7224999999999999
8,7,P14_fixed,2222.482177734375,0.0
8,7,P14_buggy,2226.316650390625,0.28500000000000003
8,7,NoRay_fixed,2228.3935546875,0.21999999999999997
8,7,NoRay_buggy,2234.892333984375,0.8
8,8,P14_fixed,2222.69189453125,0.0
8,8,P14_buggy,2222.407958984375,0.22750000000000004
8,8,NoRay_fixed,2230.129150390625,0.42500000000000004
8,8,NoRay_buggy,2267.446044921875,0.7050000000000001
8,9,P14_fixed,2222.643798828125,0.0024999999999999467
8,9,P14_buggy,2222.91796875,0.27
8,9,NoRay_fixed,2234.539306640625,0.11250000000000004
8,9,NoRay_buggy,2229.870849609375,0.8674999999999999
8,10,P14_fixed,2221.874755859375,0.0050000000000000044
8,10,P14_buggy,2223.62646484375,0.2875
8,10,NoRay_fixed,2229.72705078125,0.5075000000000001
8,10,NoRay_buggy,2232.735595703125,0.8075
8,11,P14_fixed,2222.88134765625,0.0024999999999999467
8,11,P14_buggy,2222.64501953125,0.46499999999999997
8,11,NoRay_fixed,2226.80419921875,0.47250000000000003
8,11,NoRay_buggy,2227.593505859375,0.7725
8,12,P14_fixed,2221.67578125,0.010000000000000009
8,12,P14_buggy,2225.7021484375,0.8475
8,12,NoRay_fixed,2233.215087890625,0.6599999999999999
8,12,NoRay_buggy,2231.9599609375,0.8375
8,13,P14_fixed,2222.11962890625,0.007499999999999951
8,13,P14_buggy,2224.60693359375,0.3075
8,13,NoRay_fixed,2234.662109375,0.885
8,13,NoRay_buggy,2241.21484375,0.7775
8,14,P14_fixed,2222.311279296875,0.0050000000000000044
8,14,P14_buggy,2225.02001953125,0.3075
8,14,NoRay_fixed,2233.47900390625,0.79
8,14,NoRay_buggy,2232.984375,0.6875
9,0,P14_fixed,2481.361083984375,0.0
9,0,P14_buggy,2482.54736328125,0.24750000000000005
9,0,NoRay_fixed,3289.9091796875,0.6025
9,0,NoRay_buggy,3362.083984375,0.8425
9,1,P14_fixed,2481.349609375,0.0
9,1,P14_buggy,2480.963134765625,0.22499999999999998
9,1,NoRay_fixed,2864.81103515625,0.0
9,1,NoRay_buggy,2921.223388671875,0.99
9,2,P14_fixed,2482.51953125,0.0
9,2,P14_buggy,2481.980224609375,0.2875
9,2,NoRay_fixed,2812.6337890625,0.0024999999999999467
9,2,NoRay_buggy,2821.98828125,0.5925
9,3,P14_fixed,2489.31103515625,0.0
9,3,P14_buggy,2481.6103515625,0.22750000000000004
9,3,NoRay_fixed,2925.55712890625,0.06999999999999995
9,3,NoRay_buggy,3151.91357421875,0.785
9,4,P14_fixed,2482.057373046875,0.0
9,4,P14_buggy,2481.0654296875,0.25
9,4,NoRay_fixed,2962.201416015625,0.05500000000000005
9,4,NoRay_buggy,2974.11962890625,0.7075
9,5,P14_fixed,2482.62841796875,0.0
9,5,P14_buggy,2481.288818359375,0.20750000000000002
9,5,NoRay_fixed,2867.7734375,0.135
9,5,NoRay_buggy,2898.65380859375,0.3225
9,6,P14_fixed,2481.458251953125,0.0
9,6,P14_buggy,2480.919189453125,0.1975
9,6,NoRay_fixed,2945.87939453125,0.01749999999999996
9,6,NoRay_buggy,2964.72119140625,0.755
9,7,P14_fixed,2481.50244140625,0.0
9,7,P14_buggy,2488.37060546875,0.28
9,7,NoRay_fixed,3033.6416015625,0.010000000000000009
9,7,NoRay_buggy,3087.32080078125,0.725
9,8,P14_fixed,2482.666015625,0.0
9,8,P14_buggy,2481.34814453125,0.22999999999999998
9,8,NoRay_fixed,3097.4345703125,0.9725
9,8,NoRay_buggy,3113.861572265625,0.94
9,9,P14_fixed,2481.549560546875,0.0
9,9,P14_buggy,2481.024169921875,0.22999999999999998
9,9,NoRay_fixed,3002.718994140625,0.01749999999999996
9,9,NoRay_buggy,2963.680908203125,0.9775
9,10,P14_fixed,2481.76318359375,0.0
9,10,P14_buggy,2481.5888671875,0.29000000000000004
9,10,NoRay_fixed,2910.4052734375,0.09999999999999998
9,10,NoRay_buggy,2962.86083984375,0.33999999999999997
9,11,P14_fixed,2481.037353515625,0.0
9,11,P14_buggy,2481.171630859375,0.26249999999999996
9,11,NoRay_fixed,2826.3740234375,0.0050000000000000044
9,11,NoRay_buggy,2847.833251953125,0.95
9,12,P14_fixed,2488.08447265625,0.0
9,12,P14_buggy,2481.557373046875,0.2825
9,12,NoRay_fixed,3017.16162109375,0.8200000000000001
9,12,NoRay_buggy,3003.89013671875,0.61
9,13,P14_fixed,2484.687744140625,0.0
9,13,P14_buggy,2481.840576171875,0.275
