Seed,PSO,DE,PulseConvexRayGA,P7Fixed,PulseGreedy
Seed 1,2223.0673828125,2228.4248046875,2228.549072265625,2224.4453125,2220.861328125
Seed 2,2220.648681640625,2226.64892578125,2225.496337890625,2224.260986328125,2222.515869140625
Seed 3,2221.46630859375,2226.81396484375,2225.991455078125,2225.411865234375,2224.108642578125
Seed 4,2221.307861328125,2228.462158203125,2225.0029296875,2225.78564453125,2205.618408203125
Seed 5,2221.41650390625,2229.41455078125,2226.867919921875,2225.380126953125,2223.051513671875
