Seed,PSO,DE,PulseConvexRayGA,P7Fixed,PulseGreedy
Seed 1,600.8685913085938,600.06103515625,644.6447143554688,613.6572875976562,610.9226684570312
Seed 2,603.3150024414062,600.0872802734375,630.0068969726562,615.7299194335938,606.5298461914062
Seed 3,601.916015625,600.0951538085938,624.8268432617188,619.4092407226562,611.2407836914062
Seed 4,607.5833129882812,600.0951538085938,639.876953125,620.0519409179688,604.3969116210938
Seed 5,602.4192504882812,600.0538940429688,628.3590698242188,607.1127319335938,609.0663452148438
