Seed,PSO,DE,PulseConvexRayGA,P7Fixed,PulseGreedy
Seed 1,2480.781494140625,2480.78125,2601.924072265625,2495.1943359375,2483.686279296875
Seed 2,2480.78125,2480.78125,2576.406982421875,2500.411376953125,2483.001953125
Seed 3,2480.781494140625,2480.78125,2568.993896484375,2526.829345703125,2483.512939453125
Seed 4,2480.781494140625,2480.78125,2640.994873046875,2510.182373046875,2483.040771484375
Seed 5,2480.89501953125,2480.78125,2537.1083984375,2489.09228515625,2485.830322265625
