Seed,PSO,DE,PulseConvexRayGA,P7Fixed,PulseGreedy
Seed 1,2500.582275390625,2500.55224609375,2566.408935546875,2501.264404296875,2501.134765625
Seed 2,2500.394775390625,2500.48486328125,2849.615966796875,2501.341796875,2500.8720703125
Seed 3,2500.431396484375,2500.630615234375,2549.034912109375,2500.8251953125,2500.67578125
Seed 4,2500.505126953125,2500.57373046875,2523.053466796875,2502.812744140625,2500.47314453125
Seed 5,2500.6396484375,2500.60546875,2557.499267578125,2501.302490234375,2500.95166015625
