Seed,PSO,DE,PulseConvexRayGA,P7Fixed,PulseGreedy
Seed 1,454.40069580078125,444.8954772949219,771.2404174804688,539.622802734375,475.7489318847656
Seed 2,449.2392272949219,444.8954772949219,864.1480102539062,489.800537109375,473.7226257324219
Seed 3,454.35845947265625,444.8954772949219,728.4118041992188,551.449462890625,469.688232421875
Seed 4,473.447021484375,444.8954772949219,823.2972412109375,602.6101684570312,451.5508117675781
Seed 5,454.3584289550781,444.89544677734375,707.4312133789062,554.2689208984375,467.90008544921875
