Seed,PSO,DE,PulseConvexRayGA,P7Fixed,PulseGreedy
Seed 1,830.84375,896.0614624023438,882.050537109375,838.7838745117188,829.10107421875
Seed 2,858.1033935546875,908.4207763671875,884.5880737304688,828.2958374023438,835.046875
Seed 3,850.9986572265625,890.1818237304688,868.3741455078125,836.7674560546875,825.984375
Seed 4,831.838623046875,897.7135620117188,864.423583984375,852.0472412109375,822.36572265625
Seed 5,845.4666748046875,909.0161743164062,889.4036865234375,847.71044921875,823.0728759765625
