Seed,PSO,DE,PulseConvexRayGA,P7Fixed,PulseGreedy
Seed 1,2969.709716796875,2933.984130859375,3118.971435546875,3021.274169921875,2986.41748046875
Seed 2,2968.28076171875,2939.44189453125,3192.92138671875,3057.647216796875,3023.2080078125
Seed 3,2948.192138671875,2933.974365234375,3200.697021484375,3040.464599609375,3029.762451171875
Seed 4,2978.171875,2933.974365234375,3101.654541015625,3045.54052734375,3021.869140625
Seed 5,2945.781494140625,2933.974365234375,3202.2099609375,2990.942626953125,3043.23779296875
