generation,elite_fitness,algorithm,function,seed
0,711.019287109375,DE,f3,13
1,711.019287109375,DE,f3,13
2,696.1617431640625,DE,f3,13
3,696.1617431640625,DE,f3,13
4,696.1617431640625,DE,f3,13
5,696.1617431640625,DE,f3,13
6,696.1617431640625,DE,f3,13
7,696.1617431640625,DE,f3,13
8,693.1460571289062,DE,f3,13
9,693.1460571289062,DE,f3,13
10,686.6338500976562,DE,f3,13
11,684.3681030273438,DE,f3,13
12,684.3681030273438,DE,f3,13
13,684.3681030273438,DE,f3,13
14,672.0250854492188,DE,f3,13
15,672.0250854492188,DE,f3,13
16,672.0250854492188,DE,f3,13
17,672.0250854492188,DE,f3,13
18,672.0250854492188,DE,f3,13
19,660.5133056640625,DE,f3,13
20,660.5133056640625,DE,f3,13
21,660.5133056640625,DE,f3,13
22,660.5133056640625,DE,f3,13
23,660.5133056640625,DE,f3,13
24,660.5133056640625,DE,f3,13
25,660.5133056640625,DE,f3,13
26,660.5133056640625,DE,f3,13
27,652.7284545898438,DE,f3,13
28,652.7284545898438,DE,f3,13
29,652.7284545898438,DE,f3,13
30,652.7284545898438,DE,f3,13
31,652.7284545898438,DE,f3,13
32,652.7284545898438,DE,f3,13
33,652.7284545898438,DE,f3,13
34,649.456298828125,DE,f3,13
35,649.456298828125,DE,f3,13
36,649.456298828125,DE,f3,13
37,649.32568359375,DE,f3,13
38,649.32568359375,DE,f3,13
39,641.9846801757812,DE,f3,13
40,641.9846801757812,DE,f3,13
41,641.9846801757812,DE,f3,13
42,641.9846801757812,DE,f3,13
43,641.9846801757812,DE,f3,13
44,641.9846801757812,DE,f3,13
45,641.9846801757812,DE,f3,13
46,641.9846801757812,DE,f3,13
47,641.9846801757812,DE,f3,13
48,641.9846801757812,DE,f3,13
49,641.9846801757812,DE,f3,13
50,641.9846801757812,DE,f3,13
51,641.9846801757812,DE,f3,13
52,641.9846801757812,DE,f3,13
53,641.9846801757812,DE,f3,13
54,636.3536987304688,DE,f3,13
55,636.3536987304688,DE,f3,13
56,636.3536987304688,DE,f3,13
57,631.6573486328125,DE,f3,13
58,631.6573486328125,DE,f3,13
59,631.6573486328125,DE,f3,13
60,631.6573486328125,DE,f3,13
61,631.6573486328125,DE,f3,13
62,631.6573486328125,DE,f3,13
63,628.5630493164062,DE,f3,13
64,628.5630493164062,DE,f3,13
65,628.5630493164062,DE,f3,13
66,628.5630493164062,DE,f3,13
67,628.5630493164062,DE,f3,13
68,628.5630493164062,DE,f3,13
69,628.5630493164062,DE,f3,13
70,628.5630493164062,DE,f3,13
